-9.377477318048477173e-02,-1.929498277604579926e-02,-3.608451411128044128e-02,4.968943074345588684e-02,-4.896732792258262634e-02,4.908147081732749939e-02,4.250280559062957764e-03,-9.230630099773406982e-02,-9.142889827489852905e-02,1.312127523124217987e-02,-4.007001873105764389e-03,3.889854252338409424e-02,
-2.929621636867523193e-01,1.208173632621765137e-01,-7.876003533601760864e-02,1.133993268013000488e-02,-1.771721057593822479e-02,-1.967805251479148865e-02,-4.054761677980422974e-02,2.649539848789572716e-03,-3.823432326316833496e-02,-1.336037814617156982e-01,-1.296759694814682007e-01,6.769786775112152100e-02,
-5.696410685777664185e-02,4.495389759540557861e-02,-2.004071697592735291e-02,6.058075651526451111e-02,3.738023806363344193e-03,9.185181558132171631e-02,-6.137698143720626831e-02,-6.214771419763565063e-02,-6.797313690185546875e-02,-3.407827764749526978e-02,4.148169234395027161e-02,2.530266530811786652e-02,
-5.634095519781112671e-02,2.096660621464252472e-02,-2.745258435606956482e-02,1.070200577378273010e-01,4.223513230681419373e-02,9.950788319110870361e-02,-9.800199419260025024e-02,1.143202278763055801e-02,3.164817020297050476e-02,-2.194218337535858154e-02,8.561550080776214600e-02,1.161934733390808105e-01,
-2.466068789362907410e-02,3.379718586802482605e-02,-2.997398562729358673e-02,2.847094275057315826e-02,3.285524249076843262e-02,3.690206259489059448e-02,1.513473410159349442e-02,-2.268277481198310852e-02,9.386785328388214111e-03,4.230474308133125305e-02,8.143664151430130005e-02,1.549512147903442383e-03,
-1.240841522812843323e-01,7.259895652532577515e-02,-7.451099157333374023e-02,6.191892921924591064e-02,5.081911105662584305e-03,3.813977539539337158e-02,-1.163680292665958405e-02,3.869972750544548035e-02,6.342601031064987183e-02,-2.173457294702529907e-02,2.871898747980594635e-02,1.038796529173851013e-01,
-9.628492593765258789e-02,1.035942435264587402e-01,-1.460662931203842163e-01,6.057887524366378784e-02,7.781876623630523682e-02,-6.523701548576354980e-02,2.771485783159732819e-02,1.225430145859718323e-01,4.301631450653076172e-02,-1.345602422952651978e-01,-5.757266655564308167e-02,1.361795663833618164e-01,
3.663370385766029358e-02,-6.672742217779159546e-02,-1.581346988677978516e-01,-6.866183131933212280e-02,8.828063309192657471e-02,-8.091528713703155518e-02,1.064315065741539001e-01,-4.934040457010269165e-02,1.226687580347061157e-01,1.186627745628356934e-01,-1.118684634566307068e-01,-4.537088796496391296e-02,
4.774287715554237366e-02,1.302744746208190918e-01,-1.062374841421842575e-02,9.940543770790100098e-02,-1.308094859123229980e-01,-1.305075138807296753e-01,7.749466598033905029e-02,9.695262461900711060e-02,-6.090148538351058960e-02,-1.264915615320205688e-01,6.307158619165420532e-02,-6.304929405450820923e-02,
-1.385542154312133789e-01,2.279466204345226288e-02,-1.286259107291698456e-02,-2.215650677680969238e-02,-2.491017803549766541e-03,8.284863084554672241e-03,-6.109133735299110413e-02,-6.282305717468261719e-02,-4.003046452999114990e-02,-3.682144731283187866e-02,3.753473609685897827e-02,-3.045588172972202301e-02,
1.153453290462493896e-01,5.084677040576934814e-02,1.594838500022888184e-02,2.431484125554561615e-02,9.872747957706451416e-02,4.696437343955039978e-02,2.782130800187587738e-02,1.102653704583644867e-02,5.253177881240844727e-02,6.894315034151077271e-02,9.161201864480972290e-02,-2.604613639414310455e-02,
6.019860506057739258e-02,4.853668436408042908e-02,2.192752063274383545e-02,-3.076541423797607422e-02,-7.597827911376953125e-02,-1.075605154037475586e-01,2.227760851383209229e-03,7.265098392963409424e-02,-7.957457564771175385e-03,-3.403200209140777588e-02,2.337005175650119781e-02,-9.456255286931991577e-02,
-1.018356233835220337e-01,7.651697844266891479e-02,9.663486480712890625e-02,1.271419133991003036e-02,1.312365103513002396e-02,-3.900306299328804016e-02,8.628411218523979187e-03,2.972909063100814819e-02,-5.535527318716049194e-02,-3.351444378495216370e-02,1.349987536668777466e-01,-3.561165183782577515e-02,
4.072659462690353394e-02,6.312762852758169174e-03,3.500539436936378479e-02,-5.140205845236778259e-03,-1.428035553544759750e-02,-6.745180487632751465e-02,2.981511503458023071e-02,-2.034045755863189697e-02,6.737666577100753784e-02,3.869033604860305786e-02,-3.850400075316429138e-02,1.226355135440826416e-01,
-8.054676651954650879e-02,7.263046503067016602e-02,-2.524275891482830048e-02,-3.118406794965267181e-02,1.283722668886184692e-01,-1.377348974347114563e-02,7.669074833393096924e-02,-3.853544220328330994e-02,1.149835065007209778e-01,-1.317939311265945435e-01,9.740224480628967285e-02,-9.867679327726364136e-02,
-9.414816647768020630e-02,2.272668108344078064e-02,1.475236844271421432e-02,-5.489930137991905212e-02,-8.546719700098037720e-02,3.823253512382507324e-02,-1.055937446653842926e-02,-6.998198106884956360e-03,-5.494820419698953629e-03,-1.126899272203445435e-01,-8.198454231023788452e-02,2.694223262369632721e-02,
-1.289347112178802490e-01,9.342837729491293430e-04,5.782505124807357788e-02,-4.230038449168205261e-02,1.020444780588150024e-01,-3.546031564474105835e-02,9.658981859683990479e-02,8.928465843200683594e-02,2.372367493808269501e-02,-1.337914448231458664e-02,1.054271161556243896e-01,-7.337075658142566681e-03,
-4.498251527547836304e-02,9.032066911458969116e-02,-1.026615127921104431e-02,1.325802761130034924e-03,9.048471227288246155e-03,-2.580239996314048767e-02,6.385649554431438446e-03,-5.417500436305999756e-02,-3.916348144412040710e-02,-4.914521053433418274e-02,-1.516728997230529785e-01,-1.023662909865379333e-01,
7.930236868560314178e-03,-1.713111065328121185e-02,2.704295795410871506e-03,1.451631449162960052e-02,5.075453594326972961e-02,5.122259259223937988e-03,-2.971405535936355591e-02,8.932667970657348633e-02,3.415080532431602478e-02,-8.913003839552402496e-03,2.894357964396476746e-02,5.922565236687660217e-02,
-1.721539497375488281e-01,-6.756822019815444946e-02,-1.399541199207305908e-01,-3.208430111408233643e-02,-1.492390632629394531e-01,-1.325078159570693970e-01,-1.781436353921890259e-01,-1.762971282005310059e-01,-8.753705024719238281e-02,-1.508055925369262695e-01,-1.686558723449707031e-01,-1.749993711709976196e-01,
-1.606304943561553955e-01,1.061510015279054642e-02,-4.214620590209960938e-02,7.794191595166921616e-03,8.424209803342819214e-02,2.056045457720756531e-02,-7.582011073827743530e-02,-9.869609028100967407e-02,2.337809279561042786e-02,4.390345513820648193e-02,3.025549463927745819e-02,-4.096828028559684753e-02,
3.938931040465831757e-03,-3.150153160095214844e-02,4.084184300154447556e-03,7.923973724246025085e-03,4.681285098195075989e-02,3.024202398955821991e-02,6.241264566779136658e-02,4.145573452115058899e-02,-2.729258872568607330e-02,1.065108552575111389e-02,2.616407163441181183e-02,-3.527758643031120300e-02,
-2.252007648348808289e-02,-1.034829914569854736e-01,3.891230328008532524e-03,5.438371375203132629e-02,1.146529316902160645e-01,5.509483814239501953e-02,-9.670867025852203369e-02,1.540375500917434692e-01,-3.805408626794815063e-02,-1.201205886900424957e-02,-1.494579315185546875e-01,-9.756954014301300049e-02,
3.154924884438514709e-02,8.231652528047561646e-02,1.828225702047348022e-02,8.742031455039978027e-02,8.237662166357040405e-02,-8.012073114514350891e-03,4.958812892436981201e-02,1.178622767329216003e-01,5.114329233765602112e-02,-2.300356328487396240e-02,6.279207020998001099e-02,-6.270982325077056885e-02,
-2.936623692512512207e-01,-9.690169245004653931e-02,2.368410862982273102e-02,-3.057335875928401947e-02,8.839832991361618042e-02,-1.143380627036094666e-01,8.844301849603652954e-02,1.076953113079071045e-01,6.957077234983444214e-02,-9.224861860275268555e-02,5.556867644190788269e-02,-4.565447196364402771e-02,
1.078275404870510101e-02,-5.425360519438982010e-03,-3.074654005467891693e-02,2.519301697611808777e-02,1.119516193866729736e-01,-3.661234676837921143e-02,3.139486163854598999e-02,5.777240172028541565e-02,-1.227999199181795120e-02,8.230336755514144897e-02,4.413129761815071106e-02,2.041642181575298309e-02,
-2.069208472967147827e-01,-1.463283300399780273e-01,-5.612125992774963379e-02,-5.588950007222592831e-04,3.288415819406509399e-02,-1.451671868562698364e-01,-2.570939622819423676e-02,-1.444667577743530273e-01,-1.346299350261688232e-01,-1.878684014081954956e-01,-3.188047185540199280e-02,-1.514866203069686890e-02,
